CustomerID,Month,Industry,Country,Revenue_MEUR,EBITDA_MEUR,EBITDA_Margin,Operating_Cash_Flow_MEUR,Free_Cash_Flow_MEUR,Loan_Amount_MEUR,Collateral_Value_MEUR,PD_pct,LGD_pct,Interest_Rate_pct,Days_Past_Due,Risk_Rating_1to10,Net_Debt_to_EBITDA,Debt_to_Equity,Interest_Coverage,ROIC_pct,Stage,Covenant_Breach
C1122,2024-03-01,Retail,Belgium,70.96,12.64,0.1781,11.64,5.65,21.6,16.0,29.57,60.64,7.49,66,8,0.73,0.52,8.1,8.69,2,Y
C1122,2024-04-01,Retail,Belgium,66.11,12.39,0.1874,9.22,5.26,21.6,16.8,29.05,56.59,7.49,74,9,0.35,0.52,7.78,6.67,2,Y
C1122,2024-05-01,Retail,Belgium,63.68,10.72,0.1684,7.98,4.04,21.6,16.88,29.99,56.81,7.49,85,10,0.56,0.52,5.88,3.32,2,Y
C1122,2024-06-01,Retail,Belgium,64.6,10.98,0.17,7.8,7.44,21.6,16.52,32.1,60.34,7.49,71,10,0.1,0.52,7.14,9.92,2,Y
C1122,2024-07-01,Retail,Belgium,67.11,11.31,0.1685,9.28,9.06,21.6,16.46,28.65,60.33,7.49,75,10,0.95,0.52,8.06,7.02,2,Y
C1122,2024-08-01,Retail,Belgium,68.34,11.55,0.1689,9.91,6.68,21.6,15.71,29.71,55.65,7.49,73,10,1.22,0.52,5.7,5.69,2,Y
C1122,2024-09-01,Retail,Belgium,66.19,10.98,0.1659,11.17,8.71,21.6,16.72,30.87,55.23,7.49,83,10,0.1,0.52,6.34,7.3,2,Y
C1122,2024-10-01,Retail,Belgium,66.94,10.26,0.1533,7.98,4.6,21.6,16.7,28.61,53.85,7.49,99,10,1.75,0.52,6.5,4.83,3,Y
C1122,2024-11-01,Retail,Belgium,67.72,10.43,0.1539,10.09,9.51,21.6,15.38,30.67,60.51,7.49,103,10,1.81,0.52,4.01,3.45,3,Y
C1122,2024-12-01,Retail,Belgium,71.08,10.22,0.1438,8.58,6.75,21.6,15.74,29.04,58.6,7.49,104,10,0.1,0.52,7.2,3.77,3,Y
C1123,2024-01-01,Manufacturing,Denmark,9.89,1.8,0.1815,1.68,1.44,1.05,0.96,4.94,51.15,8.74,0,3,1.83,1.91,15.0,7.96,1,N
C1123,2024-02-01,Manufacturing,Denmark,10.32,1.9,0.1842,1.85,1.49,1.05,1.03,2.9,54.09,8.74,0,2,2.04,1.91,15.0,10.14,1,N
C1123,2024-03-01,Manufacturing,Denmark,9.74,1.81,0.1857,1.51,0.93,1.05,1.05,3.95,48.67,8.74,1,2,1.96,1.91,15.0,5.69,1,N
C1123,2024-04-01,Manufacturing,Denmark,10.2,2.06,0.2023,1.47,1.34,1.05,1.07,2.52,51.96,8.74,14,2,2.48,1.91,15.0,6.6,1,N
C1123,2024-05-01,Manufacturing,Denmark,9.85,1.99,0.2023,1.7,0.77,1.05,1.03,3.85,55.03,8.74,9,2,1.4,1.91,15.0,8.53,1,N
C1123,2024-06-01,Manufacturing,Denmark,10.19,2.06,0.2017,2.07,1.22,1.05,1.01,2.61,52.16,8.74,8,2,2.13,1.91,15.0,6.15,1,N
C1123,2024-07-01,Manufacturing,Denmark,10.38,2.16,0.2079,1.53,0.79,1.05,1.07,3.93,53.25,8.74,18,2,1.68,1.91,15.0,6.61,1,N
C1123,2024-08-01,Manufacturing,Denmark,10.43,1.89,0.1813,1.85,1.82,1.05,0.97,4.12,50.07,8.74,31,2,2.09,1.91,15.0,5.38,2,N
C1123,2024-09-01,Manufacturing,Denmark,10.25,1.83,0.1785,1.91,1.64,1.05,0.95,2.89,52.74,8.74,36,2,2.55,1.91,15.0,7.86,2,N
C1123,2024-10-01,Manufacturing,Denmark,10.27,1.68,0.1633,1.45,0.69,1.05,0.96,3.52,52.18,8.74,40,2,2.3,1.91,15.0,7.07,2,N
C1123,2024-11-01,Manufacturing,Denmark,9.85,1.63,0.1659,1.34,0.83,1.05,1.07,3.0,49.83,8.74,36,2,3.67,1.91,15.0,6.17,2,N
C1123,2024-12-01,Manufacturing,Denmark,10.36,1.75,0.1686,1.37,0.65,1.05,1.05,3.3,51.59,8.74,36,2,1.77,1.91,15.0,4.03,2,N
C1124,2024-01-01,Tech SaaS,Norway,25.62,4.37,0.1707,4.32,4.21,1.51,0.86,13.97,66.28,9.16,49,7,3.09,2.55,15.0,5.14,2,N
C1124,2024-02-01,Tech SaaS,Norway,26.14,4.63,0.1772,4.32,4.09,1.51,0.79,12.8,59.62,9.16,36,7,2.53,2.55,15.0,6.26,2,N
C1124,2024-03-01,Tech SaaS,Norway,27.31,5.34,0.1954,4.38,3.22,1.51,0.77,11.62,65.57,9.16,36,7,3.17,2.55,15.0,0.82,2,N
C1124,2024-04-01,Tech SaaS,Norway,26.65,5.09,0.1911,4.91,4.0,1.51,0.77,10.64,65.31,9.16,26,7,2.66,2.55,15.0,3.25,2,N
C1124,2024-05-01,Tech SaaS,Norway,27.4,5.43,0.1983,5.43,3.39,1.51,0.87,12.24,69.99,9.16,33,7,3.6,2.55,15.0,6.13,2,N
C1124,2024-06-01,Tech SaaS,Norway,28.47,5.98,0.21,6.12,4.03,1.51,0.83,13.89,68.22,9.16,31,7,2.65,2.55,15.0,4.56,2,N
C1124,2024-07-01,Tech SaaS,Norway,27.68,5.91,0.2134,5.08,4.53,1.51,0.83,12.88,71.11,9.16,30,7,3.23,2.55,15.0,5.63,2,N
C1124,2024-08-01,Tech SaaS,Norway,27.66,5.83,0.2107,5.79,4.71,1.51,0.84,12.52,64.45,9.16,20,7,2.39,2.55,15.0,7.96,2,N
C1124,2024-09-01,Tech SaaS,Norway,29.93,6.66,0.2225,6.4,5.86,1.51,0.84,12.97,68.72,9.16,22,7,1.92,2.55,15.0,6.02,2,N
C1124,2024-10-01,Tech SaaS,Norway,29.06,6.67,0.2296,7.26,7.18,1.51,0.86,10.8,60.79,9.16,31,7,3.25,2.55,15.0,5.75,2,N
C1124,2024-11-01,Tech SaaS,Norway,29.75,6.82,0.2293,4.98,2.75,1.51,0.81,12.14,67.31,9.16,29,7,3.43,2.55,15.0,8.67,2,N
C1124,2024-12-01,Tech SaaS,Norway,30.37,6.85,0.2257,6.09,3.03,1.51,0.79,12.07,60.98,9.16,41,7,1.89,2.55,15.0,3.26,2,N
C1125,2024-01-01,Real Estate,Norway,23.91,3.26,0.1364,2.78,1.78,6.2,2.95,12.49,47.06,6.16,50,8,3.57,2.56,9.06,3.62,2,Y
C1125,2024-02-01,Real Estate,Norway,23.47,3.63,0.1545,3.77,3.42,6.2,2.88,14.1,38.58,6.16,44,8,3.58,2.56,7.42,4.49,2,Y
C1125,2024-03-01,Real Estate,Norway,24.09,3.67,0.1525,2.62,1.05,6.2,3.26,14.66,41.65,6.16,41,8,3.42,2.56,7.57,7.9,2,Y
C1125,2024-04-01,Real Estate,Norway,24.44,3.9,0.1595,4.16,2.38,6.2,3.03,15.19,38.93,6.16,49,8,3.51,2.56,9.12,8.03,2,Y
C1125,2024-05-01,Real Estate,Norway,23.83,3.71,0.1557,3.33,1.99,6.2,3.1,13.35,40.99,6.16,45,8,3.78,2.56,10.09,7.39,2,Y
C1125,2024-06-01,Real Estate,Norway,23.55,3.74,0.1588,3.51,2.22,6.2,2.89,11.11,44.43,6.16,41,8,2.12,2.56,10.24,3.99,2,Y
C1125,2024-07-01,Real Estate,Norway,23.16,3.66,0.158,3.86,3.56,6.2,3.02,14.21,41.97,6.16,53,8,2.46,2.56,6.53,5.57,2,Y
C1125,2024-08-01,Real Estate,Norway,24.55,4.14,0.1688,3.99,3.06,6.2,2.85,15.07,48.0,6.16,66,8,1.8,2.56,11.63,4.61,2,Y
C1125,2024-09-01,Real Estate,Norway,24.51,3.82,0.156,4.04,2.94,6.2,3.08,13.2,44.82,6.16,66,8,2.61,2.56,11.24,8.46,2,Y
C1125,2024-10-01,Real Estate,Norway,25.34,4.06,0.1603,3.18,3.04,6.2,3.14,13.43,45.38,6.16,62,8,2.71,2.56,8.53,3.2,2,Y
C1125,2024-11-01,Real Estate,Norway,25.96,3.98,0.1534,3.73,3.26,6.2,3.02,14.99,45.37,6.16,75,8,2.33,2.56,12.02,7.38,2,Y
C1125,2024-12-01,Real Estate,Norway,25.43,3.64,0.143,3.86,2.15,6.2,3.06,14.76,43.9,6.16,81,8,1.23,2.56,9.35,5.16,2,Y
C1126,2024-01-01,Agriculture,Netherlands,54.12,8.5,0.1571,8.54,7.66,9.72,12.22,12.4,48.53,7.57,45,8,0.1,0.76,13.21,5.82,2,Y
C1126,2024-02-01,Agriculture,Netherlands,54.88,8.57,0.1561,8.23,7.8,9.72,10.99,12.63,45.79,7.57,56,8,0.73,0.76,12.07,6.87,2,Y
C1126,2024-03-01,Agriculture,Netherlands,56.51,7.96,0.1409,7.1,3.65,9.72,11.86,11.38,43.82,7.57,64,8,0.1,0.76,10.41,6.43,2,Y
C1126,2024-04-01,Agriculture,Netherlands,56.97,7.47,0.1312,6.15,4.33,9.72,12.68,11.82,49.16,7.57,59,8,1.16,0.76,10.86,9.19,2,Y
C1126,2024-05-01,Agriculture,Netherlands,55.9,6.78,0.1212,4.82,1.53,9.72,11.74,10.61,44.53,7.57,53,8,0.1,0.76,10.81,4.61,2,Y
C1126,2024-06-01,Agriculture,Netherlands,53.86,6.63,0.1231,6.42,4.02,9.72,11.03,11.12,45.24,7.57,64,8,0.1,0.76,10.38,4.59,2,Y
C1126,2024-07-01,Agriculture,Netherlands,53.65,6.42,0.1197,5.68,4.38,9.72,11.48,11.33,46.94,7.57,46,8,0.1,0.76,10.54,8.45,2,Y
C1126,2024-08-01,Agriculture,Netherlands,50.44,6.94,0.1377,6.42,3.63,9.72,11.63,8.74,41.27,7.57,55,8,0.71,0.76,8.98,5.38,2,Y
C1126,2024-09-01,Agriculture,Netherlands,50.75,8.02,0.158,8.71,5.2,9.72,11.4,9.83,43.34,7.57,61,8,0.1,0.76,10.96,6.9,2,Y
C1126,2024-10-01,Agriculture,Netherlands,51.62,7.89,0.1528,7.15,5.4,9.72,11.43,11.14,42.5,7.57,63,8,1.0,0.76,11.62,6.77,2,Y
C1126,2024-11-01,Agriculture,Netherlands,51.21,8.24,0.1609,7.44,4.76,9.72,12.5,13.22,44.17,7.57,72,8,2.15,0.76,11.54,5.33,2,Y
C1126,2024-12-01,Agriculture,Netherlands,53.78,8.41,0.1563,8.46,7.48,9.72,12.13,10.76,46.55,7.57,76,8,0.1,0.76,14.1,6.79,2,Y
C1127,2024-01-01,Telecom,Belgium,112.27,21.98,0.1958,23.54,15.91,8.88,9.95,16.69,53.9,8.54,0,1,1.15,1.42,15.0,4.94,1,N
C1127,2024-02-01,Telecom,Belgium,122.35,24.71,0.202,26.76,18.71,8.88,9.86,15.12,60.71,8.54,0,1,1.52,1.42,15.0,4.91,1,N
C1127,2024-03-01,Telecom,Belgium,123.71,26.73,0.2161,28.14,15.15,8.88,10.76,14.5,63.33,8.54,3,1,1.2,1.42,15.0,5.82,1,N
C1127,2024-04-01,Telecom,Belgium,124.74,28.87,0.2315,25.32,17.53,8.88,9.37,16.54,63.5,8.54,0,1,1.6,1.42,15.0,7.17,1,N
C1127,2024-05-01,Telecom,Belgium,121.87,28.35,0.2326,28.7,27.65,8.88,9.84,15.65,62.67,8.54,0,1,0.19,1.42,15.0,8.2,1,N
C1127,2024-06-01,Telecom,Belgium,113.14,27.81,0.2458,28.07,26.28,8.88,9.26,15.12,59.75,8.54,0,1,2.67,1.42,15.0,10.78,1,N
C1127,2024-07-01,Telecom,Belgium,116.75,28.92,0.2477,21.53,12.99,8.88,10.54,15.72,58.9,8.54,0,1,1.22,1.42,15.0,7.87,1,N
C1127,2024-08-01,Telecom,Belgium,111.08,28.85,0.2597,26.15,12.22,8.88,10.48,14.77,61.16,8.54,0,1,1.42,1.42,15.0,6.56,1,N
C1127,2024-09-01,Telecom,Belgium,109.59,28.4,0.2592,21.4,16.82,8.88,10.45,15.66,52.64,8.54,0,1,1.85,1.42,15.0,4.85,1,N
C1127,2024-10-01,Telecom,Belgium,109.47,28.19,0.2575,21.54,8.75,8.88,9.81,14.79,59.44,8.54,1,1,0.18,1.42,15.0,9.92,1,N
C1127,2024-11-01,Telecom,Belgium,111.28,27.34,0.2457,27.65,23.38,8.88,10.04,16.5,59.65,8.54,9,1,1.3,1.42,15.0,6.17,1,N
C1127,2024-12-01,Telecom,Belgium,112.41,26.76,0.238,28.12,27.05,8.88,10.56,16.71,56.95,8.54,15,1,2.32,1.42,15.0,9.14,1,N
C1128,2024-01-01,Hospitality,Ireland,86.95,18.64,0.2143,13.23,11.99,22.15,23.42,28.79,39.5,5.32,11,3,1.72,1.08,14.56,6.34,1,N
C1128,2024-02-01,Hospitality,Ireland,89.94,18.31,0.2036,16.48,9.01,22.15,25.64,26.97,38.05,5.32,5,4,1.8,1.08,15.0,6.96,1,N
C1128,2024-03-01,Hospitality,Ireland,88.09,18.18,0.2064,14.1,9.67,22.15,23.59,28.5,36.92,5.32,16,5,2.05,1.08,15.0,7.45,1,N
C1128,2024-04-01,Hospitality,Ireland,82.48,17.3,0.2098,17.01,10.66,22.15,24.34,27.16,40.19,5.32,11,6,0.1,1.08,15.0,7.43,1,N
C1128,2024-05-01,Hospitality,Ireland,88.51,18.71,0.2113,18.52,15.88,22.15,23.7,28.16,38.38,5.32,11,7,1.48,1.08,14.8,5.63,2,N
C1128,2024-06-01,Hospitality,Ireland,86.32,17.92,0.2076,18.5,12.62,22.15,24.56,28.0,42.58,5.32,28,8,1.82,1.08,13.61,5.19,2,Y
C1128,2024-07-01,Hospitality,Ireland,81.33,16.75,0.206,14.32,14.16,22.15,24.88,28.42,42.13,5.32,29,9,1.33,1.08,14.06,3.48,2,Y
C1128,2024-08-01,Hospitality,Ireland,82.41,17.67,0.2145,16.32,14.07,22.15,25.2,27.88,38.04,5.32,33,10,1.08,1.08,14.95,8.99,2,Y
C1128,2024-09-01,Hospitality,Ireland,83.06,15.92,0.1916,17.29,16.01,22.15,23.22,28.54,47.44,5.32,51,10,1.34,1.08,11.56,8.39,2,Y
C1128,2024-10-01,Hospitality,Ireland,88.07,16.67,0.1893,13.65,8.23,22.15,26.1,27.26,39.16,5.32,51,10,1.19,1.08,14.55,7.29,2,Y
C1128,2024-11-01,Hospitality,Ireland,92.64,17.9,0.1932,16.25,7.48,22.15,24.0,29.7,42.24,5.32,54,10,1.57,1.08,15.0,5.35,2,Y
C1128,2024-12-01,Hospitality,Ireland,90.31,17.89,0.198,13.73,6.67,22.15,24.09,29.29,42.48,5.32,55,10,1.81,1.08,15.0,5.44,2,Y
C1129,2024-01-01,Hospitality,Netherlands,57.99,15.46,0.2666,14.57,13.38,12.11,14.95,7.99,23.56,4.7,0,3,0.87,0.1,15.0,7.48,1,N
C1129,2024-02-01,Hospitality,Netherlands,56.59,15.02,0.2653,12.25,7.42,12.11,14.58,9.97,24.36,4.7,0,3,0.1,0.1,15.0,6.74,1,N
C1129,2024-03-01,Hospitality,Netherlands,52.05,14.33,0.2753,11.92,10.61,12.11,14.53,7.91,21.86,4.7,4,3,0.1,0.1,15.0,7.28,1,N
C1129,2024-04-01,Hospitality,Netherlands,49.19,14.25,0.2897,10.73,7.55,12.11,14.4,7.44,25.69,4.7,5,3,1.18,0.1,15.0,3.93,1,N
C1129,2024-05-01,Hospitality,Netherlands,50.18,13.84,0.2758,11.6,7.18,12.11,13.22,7.99,26.17,4.7,0,3,0.6,0.1,15.0,5.94,1,N
C1129,2024-06-01,Hospitality,Netherlands,48.84,14.29,0.2926,10.37,5.43,12.11,14.22,6.85,24.52,4.7,0,3,1.04,0.1,15.0,4.06,1,N
C1129,2024-07-01,Hospitality,Netherlands,49.18,14.79,0.3007,13.78,11.42,12.11,14.11,8.0,23.16,4.7,0,3,0.18,0.1,15.0,6.82,1,N
C1129,2024-08-01,Hospitality,Netherlands,49.37,15.61,0.3162,14.92,9.93,12.11,13.71,7.5,25.75,4.7,4,3,0.1,0.1,15.0,6.72,1,N
C1129,2024-09-01,Hospitality,Netherlands,48.7,15.41,0.3165,14.61,7.44,12.11,15.31,8.88,29.24,4.7,4,3,0.1,0.1,15.0,2.18,1,N
C1129,2024-10-01,Hospitality,Netherlands,50.78,16.81,0.331,15.29,9.4,12.11,13.53,5.67,27.22,4.7,7,3,0.58,0.1,15.0,8.12,1,N
C1129,2024-11-01,Hospitality,Netherlands,52.9,16.06,0.3035,13.23,9.37,12.11,14.29,7.36,22.66,4.7,11,3,0.1,0.1,15.0,8.99,1,N
C1129,2024-12-01,Hospitality,Netherlands,53.36,16.3,0.3054,16.73,14.2,12.11,14.9,7.88,16.54,4.7,1,3,1.29,0.1,15.0,10.94,1,N
C1130,2024-01-01,Healthcare,Portugal,18.67,1.38,0.0737,1.03,0.37,6.89,7.51,2.92,26.05,9.15,0,1,1.61,1.92,2.69,4.15,1,N
C1130,2024-02-01,Healthcare,Portugal,17.64,1.16,0.0656,0.86,0.72,6.89,7.13,5.07,29.19,9.15,0,1,2.63,1.92,1.29,6.79,1,N
C1130,2024-03-01,Healthcare,Portugal,17.16,1.08,0.0629,0.78,0.58,6.89,6.71,5.84,21.41,9.15,10,1,2.01,1.92,0.1,8.37,1,Y
C1130,2024-04-01,Healthcare,Portugal,16.35,0.93,0.0568,0.9,0.52,6.89,6.98,6.55,23.17,9.15,0,1,1.5,1.92,2.38,4.29,1,N
C1130,2024-05-01,Healthcare,Portugal,16.15,0.92,0.0571,0.99,0.81,6.89,7.47,4.39,27.63,9.15,0,1,1.08,1.92,0.47,3.55,1,Y
C1130,2024-06-01,Healthcare,Portugal,16.75,0.83,0.0497,0.89,0.63,6.89,7.36,5.16,22.81,9.15,0,1,1.66,1.92,1.77,4.27,1,N
C1130,2024-07-01,Healthcare,Portugal,16.76,0.91,0.0541,0.65,0.35,6.89,6.72,5.58,27.14,9.15,0,1,3.21,1.92,0.46,11.61,1,Y
C1130,2024-08-01,Healthcare,Portugal,17.17,0.66,0.0382,0.67,0.65,6.89,7.42,4.39,22.92,9.15,0,1,1.41,1.92,0.42,4.63,1,Y
C1130,2024-09-01,Healthcare,Portugal,18.04,0.36,0.02,0.27,0.11,6.89,7.48,5.39,22.75,9.15,0,1,3.17,1.92,1.57,7.17,1,N
C1130,2024-10-01,Healthcare,Portugal,18.91,0.38,0.02,0.39,0.3,6.89,7.41,6.98,20.56,9.15,0,1,1.9,1.92,0.1,5.01,1,Y
C1130,2024-11-01,Healthcare,Portugal,20.02,0.43,0.0217,0.39,0.3,6.89,7.47,6.51,20.8,9.15,0,1,1.5,1.92,0.7,5.3,1,Y
C1130,2024-12-01,Healthcare,Portugal,20.21,0.4,0.02,0.41,0.23,6.89,7.4,5.87,24.36,9.15,0,1,3.23,1.92,2.16,12.17,1,N
C1131,2024-01-01,Financial Services,Portugal,28.64,3.21,0.1122,2.28,1.3,3.38,1.85,14.67,26.78,7.72,47,8,2.08,1.15,12.7,6.67,2,Y
C1131,2024-02-01,Financial Services,Portugal,28.64,3.12,0.1091,2.82,1.35,3.38,2.03,13.23,24.93,7.72,45,8,2.21,1.15,12.09,7.46,2,Y
C1131,2024-03-01,Financial Services,Portugal,29.04,3.09,0.1065,3.12,2.18,3.38,2.03,13.64,25.47,7.72,45,8,0.85,1.15,12.75,2.62,2,Y
C1131,2024-04-01,Financial Services,Portugal,29.33,3.22,0.1098,3.42,2.17,3.38,1.81,13.01,27.29,7.72,49,8,2.84,1.15,13.02,3.22,2,Y
C1131,2024-05-01,Financial Services,Portugal,29.43,3.39,0.1152,2.89,2.62,3.38,2.01,14.83,23.04,7.72,69,8,0.1,1.15,12.27,8.02,2,Y
C1131,2024-06-01,Financial Services,Portugal,28.72,3.36,0.1169,2.93,2.49,3.38,2.04,13.4,28.42,7.72,63,8,0.1,1.15,12.51,6.34,2,Y
C1131,2024-07-01,Financial Services,Portugal,28.64,3.3,0.1154,2.57,1.49,3.38,1.99,11.94,23.1,7.72,59,8,1.31,1.15,12.34,9.34,2,Y
C1131,2024-08-01,Financial Services,Portugal,28.28,2.9,0.1025,2.22,1.7,3.38,2.02,12.86,23.41,7.72,57,8,1.93,1.15,11.62,8.6,2,Y
C1131,2024-09-01,Financial Services,Portugal,27.06,3.18,0.1175,2.31,1.14,3.38,1.92,13.37,30.66,7.72,78,8,1.28,1.15,11.21,3.77,2,Y
C1131,2024-10-01,Financial Services,Portugal,28.61,3.47,0.1212,3.49,2.2,3.38,2.01,15.25,32.62,7.72,86,8,0.1,1.15,13.5,3.28,2,Y
C1131,2024-11-01,Financial Services,Portugal,29.37,3.25,0.1106,3.39,2.55,3.38,1.81,14.53,27.02,7.72,100,9,1.47,1.15,12.55,5.45,3,Y
C1131,2024-12-01,Financial Services,Portugal,27.02,2.95,0.1093,2.92,1.58,3.38,2.07,14.03,28.64,7.72,109,10,0.26,1.15,11.84,5.65,3,Y
C1132,2024-01-01,Media & Entertainment,France,25.4,0.51,0.02,0.49,0.25,4.36,3.33,1.47,68.49,4.43,0,1,4.27,3.15,4.11,3.81,1,N
C1132,2024-02-01,Media & Entertainment,France,24.54,0.52,0.0214,0.45,0.24,4.36,3.65,0.78,74.61,4.43,11,1,3.49,3.15,1.81,9.67,1,N
C1132,2024-03-01,Media & Entertainment,France,24.44,0.69,0.0284,0.54,0.41,4.36,3.23,1.8,66.02,4.43,15,1,1.92,3.15,3.22,7.61,1,N
C1132,2024-04-01,Media & Entertainment,France,24.04,0.88,0.0366,0.86,0.71,4.36,3.31,0.69,67.41,4.43,15,1,2.27,3.15,2.1,9.87,1,N
C1132,2024-05-01,Media & Entertainment,France,23.02,0.95,0.0413,1.0,0.86,4.36,3.45,1.03,67.1,4.43,17,1,3.31,3.15,6.56,6.46,1,N
C1132,2024-06-01,Media & Entertainment,France,23.79,1.2,0.0504,1.23,1.08,4.36,3.22,0.3,67.57,4.43,28,1,3.12,3.15,5.09,5.26,1,N
C1132,2024-07-01,Media & Entertainment,France,25.34,1.61,0.0634,1.43,0.68,4.36,3.3,0.65,65.22,4.43,18,1,4.29,3.15,9.95,5.18,1,N
C1132,2024-08-01,Media & Entertainment,France,26.23,1.23,0.0471,1.15,0.71,4.36,3.28,0.3,64.85,4.43,25,1,3.04,3.15,7.4,3.97,1,N
C1132,2024-09-01,Media & Entertainment,France,26.57,1.26,0.0476,1.18,0.72,4.36,3.62,0.84,67.83,4.43,27,1,2.5,3.15,7.24,5.46,1,N
C1132,2024-10-01,Media & Entertainment,France,26.7,1.11,0.0414,1.21,1.08,4.36,3.63,2.2,64.38,4.43,29,1,2.97,3.15,4.34,7.95,1,N
C1132,2024-11-01,Media & Entertainment,France,27.75,1.19,0.043,0.97,0.83,4.36,3.42,2.45,68.16,4.43,14,1,2.32,3.15,4.28,6.02,1,N
C1132,2024-12-01,Media & Entertainment,France,28.15,0.91,0.0323,0.79,0.68,4.36,3.42,0.3,68.11,4.43,16,1,4.57,3.15,5.92,7.45,1,N
C1133,2024-01-01,Agriculture,Finland,22.05,5.15,0.2336,5.35,3.51,4.84,5.09,19.85,45.92,5.92,0,1,2.86,2.35,15.0,7.41,1,N
C1133,2024-02-01,Agriculture,Finland,21.03,4.64,0.2208,4.14,1.82,4.84,5.03,18.6,47.74,5.92,0,1,1.49,2.35,15.0,6.24,1,N
C1133,2024-03-01,Agriculture,Finland,21.55,4.63,0.2148,3.48,1.36,4.84,4.8,18.21,44.75,5.92,0,1,2.08,2.35,15.0,10.53,1,N
C1133,2024-04-01,Agriculture,Finland,21.88,4.58,0.2095,3.64,3.33,4.84,5.18,19.0,43.1,5.92,0,1,3.35,2.35,15.0,7.48,1,N
C1133,2024-05-01,Agriculture,Finland,21.79,4.47,0.2052,3.38,1.26,4.84,5.4,19.29,44.24,5.92,0,1,3.01,2.35,15.0,6.68,1,N
C1133,2024-06-01,Agriculture,Finland,21.5,4.13,0.1919,4.18,2.91,4.84,5.12,19.91,43.21,5.92,0,1,4.15,2.35,14.8,7.35,1,N
C1133,2024-07-01,Agriculture,Finland,23.11,4.83,0.2091,5.03,4.09,4.84,4.7,19.28,48.43,5.92,0,1,2.15,2.35,15.0,8.57,1,N
C1133,2024-08-01,Agriculture,Finland,22.53,4.64,0.2058,3.47,2.75,4.84,5.16,20.07,41.51,5.92,0,1,2.36,2.35,15.0,4.81,1,N
C1133,2024-09-01,Agriculture,Finland,22.46,4.48,0.1995,3.68,3.14,4.84,5.12,18.92,47.18,5.92,0,1,3.38,2.35,15.0,5.64,1,N
C1133,2024-10-01,Agriculture,Finland,20.73,4.04,0.1949,4.1,3.91,4.84,5.11,18.47,42.56,5.92,0,1,1.92,2.35,15.0,4.68,1,N
C1133,2024-11-01,Agriculture,Finland,20.56,3.95,0.1919,4.32,3.43,4.84,4.82,20.05,40.72,5.92,0,1,2.14,2.35,13.39,3.0,1,N
C1133,2024-12-01,Agriculture,Finland,20.2,3.84,0.1899,4.05,3.67,4.84,4.92,18.12,45.29,5.92,4,1,1.84,2.35,14.64,7.95,1,N
C1134,2024-01-01,Chemicals,Ireland,24.59,3.53,0.1434,2.91,1.75,6.9,4.92,4.88,59.09,8.18,13,4,0.91,1.84,4.73,5.07,1,N
C1134,2024-02-01,Chemicals,Ireland,24.33,3.12,0.1282,3.23,1.69,6.9,4.9,7.1,60.74,8.18,13,4,1.64,1.84,5.6,9.69,1,N
C1134,2024-03-01,Chemicals,Ireland,25.8,3.55,0.1375,3.44,2.15,6.9,5.15,7.37,57.92,8.18,14,4,2.8,1.84,5.89,5.53,1,N
C1134,2024-04-01,Chemicals,Ireland,24.23,3.46,0.1427,2.85,2.46,6.9,5.19,6.81,61.16,8.18,17,4,2.65,1.84,7.57,5.57,1,N
C1134,2024-05-01,Chemicals,Ireland,25.02,4.11,0.1642,3.76,3.44,6.9,4.96,6.33,64.56,8.18,8,4,1.45,1.84,8.22,9.12,1,N
C1134,2024-06-01,Chemicals,Ireland,23.09,3.85,0.1665,3.92,2.46,6.9,4.54,5.81,57.28,8.18,15,4,0.83,1.84,5.99,10.29,1,N
C1134,2024-07-01,Chemicals,Ireland,22.82,3.66,0.1605,3.46,1.97,6.9,4.68,4.67,63.43,8.18,10,4,1.21,1.84,6.0,7.02,1,N
C1134,2024-08-01,Chemicals,Ireland,23.35,3.52,0.1507,2.49,1.27,6.9,4.77,6.54,55.98,8.18,0,4,1.14,1.84,7.63,6.81,1,N
C1134,2024-09-01,Chemicals,Ireland,21.55,3.2,0.1485,3.45,3.4,6.9,4.84,5.54,58.01,8.18,0,4,0.98,1.84,6.15,7.41,1,N
C1134,2024-10-01,Chemicals,Ireland,21.96,3.52,0.1605,2.51,2.34,6.9,4.86,5.89,59.31,8.18,1,4,2.48,1.84,5.69,5.77,1,N
C1134,2024-11-01,Chemicals,Ireland,21.87,3.56,0.1627,3.52,2.61,6.9,4.68,5.96,62.08,8.18,0,4,2.22,1.84,6.54,7.72,1,N
C1134,2024-12-01,Chemicals,Ireland,22.7,3.52,0.1552,3.06,2.13,6.9,4.75,5.75,59.14,8.18,11,4,2.02,1.84,6.91,5.88,1,N
C1135,2024-01-01,Utilities,Norway,24.38,3.58,0.147,3.07,1.78,5.04,4.85,1.56,41.07,6.56,54,7,1.02,1.37,10.14,6.15,2,N
C1135,2024-02-01,Utilities,Norway,22.16,3.0,0.1354,2.82,1.6,5.04,5.5,1.09,42.05,6.56,67,7,1.7,1.37,10.01,5.22,2,Y
C1135,2024-03-01,Utilities,Norway,23.79,3.21,0.1348,2.73,2.47,5.04,5.1,1.68,41.25,6.56,53,7,0.46,1.37,10.07,8.04,2,N
C1135,2024-04-01,Utilities,Norway,23.11,3.07,0.133,2.16,0.78,5.04,5.37,0.64,38.65,6.56,64,7,1.11,1.37,7.88,8.14,2,Y
